TF	len(totalGenes)	len(deGenes)	B1	B1Gene	B2	B2Gene	Ratio	Pval
Sim1	718	60	40	Mgam,Eps8l2,Hpn,Ndrg1,Cel,Hgfac,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Slc27a2,C8a,Cryl1,Gc,Flrt1,Proc,Pigr,Glyat,Cryz,Mthfd1,Serpinf2,Aldh8a1,Acsm1,Shmt1,Treh,Hgd,Hoga1,Pbld1,Bmp7,Akr1d1,Haao,Kng1,Pah,Igfbp1,Pcbd1,Khk,Fbp1,Bhmt2,Aldob	12	Mthfd1,Aldh8a1,Acsm1,Shmt1,Hgd,Hoga1,Pbld1,Haao,Khk,Fbp1,Bhmt2,Aldob	4.7	0.000140785659190643
Sp5	718	60	34	Gpx4,Anpep,Tgm1,Mgam,Hpn,Tcn2,Afm,Scrn2,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,Cndp2,Flrt1,Proc,Pigr,Glyat,Cryz,Mthfd1,Aldh8a1,Acy3,Acsm1,Treh,Hgd,Pbld1,Akr1d1,Haao,Kng1,Cth,Vnn1,Fbp1,Bhmt2,Aldob	10	Mthfd1,Aldh8a1,Acsm1,Hgd,Pbld1,Haao,Cth,Fbp1,Bhmt2,Aldob	4.56944444444444	0.000548694352747629
Elf3	718	60	42	Gna11,Dsc2,Mgam,Eps8l2,Cant1,Dsg2,Lsr,Golm1,Hgfac,Afm,Xylb,Cdh1,Pdzk1,Slc27a2,C8a,Cryl1,Gc,Proc,Pigr,Rdx,Glyat,Akr7a5,Serpinf2,Pklr,Aldh8a1,Acsm1,Krt19,Krt8,Treh,Hgd,Krt18,Hoga1,Pbld1,Bmp7,Akr1d1,Haao,Igfbp1,Pcbd1,Khk,Fbp1,Bhmt2,Aldob	10	Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Haao,Khk,Fbp1,Bhmt2,Aldob	3.42708333333333	0.00306604990750129
Foxa1	718	60	15	Dsc2,Mgam,Eps8l2,Ang,Dsg2,Hgfac,Sdc1,Cdh1,Flrt1,Pigr,Pklr,Krt19,Krt8,Krt18,Saa1	0		0	0.625545116102201
Hes6	718	60	29	Tgm1,Mgam,Hpn,Hgfac,Scrn2,Xylb,Pdzk1,C8a,Atp1a1,Proc,Pigr,Glyat,Bpnt1,Nit2,Pklr,Aldh8a1,Acy3,Acsm1,Echs1,Treh,Hgd,Pbld1,Bmp7,Akr1d1,Pah,Khk,Aldoc,Bhmt2,Aldob	8	Aldh8a1,Acsm1,Echs1,Hgd,Pbld1,Khk,Bhmt2,Aldob	4.17777777777778	0.00283581816912325
Hnf4g	718	60	53	Gna11,Pcsk5,Arl3,Pgm1,Anpep,Dsc2,AU040320,Tgm1,Mgam,Atxn10,Eps8l2,Hpn,Dsg2,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Pmm2,Cndp2,Flrt1,Proc,Pigr,Rdx,Paics,Txndc17,Glyat,Bpnt1,Cryz,Mthfd1,Serpinf2,Pklr,Aldh8a1,Acy3,Acsm1,Krt19,Krt8,Treh,Hgd,Pbld1,Akr1d1,Fga,Haao,Kng1,Pah,Khk,Abhd14b,Fbp1,Bhmt2,Aldob,Hrsp12	12	Mthfd1,Aldh8a1,Acsm1,Hgd,Pbld1,Fga,Haao,Khk,Abhd14b,Fbp1,Bhmt2,Aldob	3.20975609756098	0.00207885884139897
Klf4	718	60	29	Chmp2b,Hpn,Afm,Xylb,Pdzk1,Slc27a2,C8a,Cryl1,Proc,Nit1,Glyat,Akr7a5,Cryz,Mthfd1,Serpinf2,Aldh8a1,Acsm1,Shmt1,Krt19,Treh,Hgd,Hoga1,Pbld1,Bmp7,Aldh7a1,Khk,Dak,Bhmt2,Actg2	11	Mthfd1,Aldh8a1,Acsm1,Shmt1,Hgd,Hoga1,Pbld1,Aldh7a1,Khk,Dak,Bhmt2	6.70185185185185	2.30959473564086e-05
Muc1	718	60	41	Gprc5a,Sema3e,Slc9a3r2,Pdgfb,Msln,Mgam,Eps8l2,Hpn,Ndrg1,Serpina10,Hgfac,Hc,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,Cryl1,Flrt1,Glyat,Cryz,Mthfd1,Aldh8a1,Acsm1,Tubb1,Ttr,Hgd,Hoga1,Pbld1,Kng1,Pah,Igfbp1,Pcbd1,Khk,Dak,Fbp1,Bhmt2,Aldob,Hrsp12	11	Mthfd1,Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Khk,Dak,Fbp1,Bhmt2,Aldob	4.02111111111111	0.000714559548637505
Nr1h4	718	60	53	Fam49b,Tgm1,Mgam,Eps8l2,Hpn,Ndrg1,Dsg2,Lsr,Hgfac,Afm,Xylb,Pcsk9,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Cryl1,Flrt1,Pm20d1,Pck1,Proc,Pigr,Glyat,Bpnt1,Cryz,Mthfd1,Serpinf2,Pklr,Aldh8a1,Galm,Acy3,Acsm1,Pnpo,Krt8,Treh,Hgd,Hoga1,Pbld1,Akr1d1,Fga,Haao,Kng1,Pah,Igfbp1,Pcbd1,Khk,Aldh1l1,Abhd14b,Fbp1,Bhmt2,Saa1,Aldob	15	Mthfd1,Aldh8a1,Acsm1,Pnpo,Hgd,Hoga1,Pbld1,Fga,Haao,Khk,Aldh1l1,Abhd14b,Fbp1,Bhmt2,Aldob	4.32894736842105	5.32230072911822e-05
Nr1i2	718	60	32	Dsc2,Mgam,Eps8l2,Dsg2,Lsr,Hgfac,Afm,Pcsk9,Slc27a2,Pm20d1,Pck1,Pigr,Glyat,Akr7a5,Serpinf2,Pklr,Aldh8a1,Galm,Acsm1,Pnpo,Krt8,Treh,Hgd,Pbld1,Akr1d1,Haao,Khk,Aldh1l1,Bhmt2,Saa2,Saa1,Aldob	10	Aldh8a1,Acsm1,Pnpo,Hgd,Pbld1,Haao,Khk,Aldh1l1,Bhmt2,Aldob	4.98484848484848	0.000322007749155349
Tbx2	718	60	28	Sema3e,Bmp4,Icam2,Bcam,Ltbp2,Slc9a3r2,Pdgfb,Mgam,Hpn,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Slc27a2,Flrt1,Serping1,Glyat,Krt8,Pbld1,Bmp7,Fga,Igfbp1,Pcbd1,Fbp1,Bhmt2,Actc1,Aldob	5	Pbld1,Fga,Fbp1,Bhmt2,Aldob	2.38405797101449	0.0876402267717379
Zeb1	718	60	10	Mgam,Xylb,Cdh1,Pdzk1,Cndp2,Glyat,Aldh8a1,Fbp1,Bhmt2,Hrsp12	3	Aldh8a1,Fbp1,Bhmt2	4.7	0.047745537197164
Zhx3	718	60	26	Hpn,Apoh,Fetub,Scrn2,C8a,Hrg,C9,Proc,Rps27a,Glyat,Akr7a5,Apon,Serpinf2,Dpys,Aldh8a1,Mug1,Acsm1,Treh,Hgd,Aldh7a1,Akr1d1,Haao,Kng1,Khk,Abhd14b,Bhmt2	9	Dpys,Aldh8a1,Acsm1,Hgd,Aldh7a1,Haao,Khk,Abhd14b,Bhmt2	5.80588235294118	0.000262893980537884
Bcl6b	718	60	6	Bcam,Slc9a3r2,Pdgfb,Hspb1,Serping1,Crip2	0		0	1
Epas1	718	60	3	Slc9a3r2,Lyz2,Serping1	0		0	1
Foxf1	718	60	3	Gprc5a,Csrp1,Hc	0		0	1
Foxf2	718	60	2	Gprc5a,Csrp1	0		0	1
Foxj1	718	60	8	Sema3e,Icam2,Bcam,Ltbp2,Slc9a3r2,Hc,Krt79,Actc1	0		0	1
Hey1	718	60	3	Sema3e,Icam2,Slc9a3r2	0		0	1
Meox1	718	60	2	Bcam,Slc9a3r2	0		0	1
Mier2	718	60	0		0		100	1
Mta3	718	60	0		0		100	1
Nkx2-1	718	60	7	Serpinb9,Sema3e,Icam2,Slc9a3r2,Hc,Krt79,Tubb1	0		0	1
Rarb	718	60	1	Slc9a3r2	0		0	1
Smad6	718	60	4	Bmp4,Slc9a3r2,Tinagl1,Tgm2	0		0	1
Sox17	718	60	12	Serpinb9,Sema3e,Icam2,Bcam,Slc9a3r2,Pdgfb,Ctla2a,Hspb1,Tinagl1,Igfbp6,Serping1,Crip2	0		0	0.612818086770286
Sox7	718	60	11	Serpinb9,Sema3e,Icam2,Bcam,Slc9a3r2,Pdgfb,Ctla2a,Hspb1,Igfbp6,Serping1,Crip2	0		0	0.613299656314104
Tcf21	718	60	3	Slc9a3r2,Tgm2,Serping1	0		0	1
Alx4	718	60	56	Lect2,F12,F9,Serpina11,Apoh,C8g,Fgl1,Hpx,Fetub,Apcs,C8b,1300017J02Rik,Apoa5,C8a,Hrg,Angptl3,C9,Itih1,Mup10,Lipc,Serpind1,Plg,Pzp,Cpb2,F10,Glyat,Fgg,Apon,Serpinf2,Dpys,Orm2,F2,Hamp,Aldh8a1,Mug1,Itih3,Acsm1,Lcat,Apoc4,Apof,Fgb,Ftcd,Hgd,Ces1c,Hoga1,Azgp1,Mup3,Akr1d1,Fga,Haao,Kng1,Serpinc1,Alb,Bhmt2,Serpina3k,Apoa2	12	Dpys,Aldh8a1,Acsm1,Lcat,Ftcd,Hgd,Hoga1,Fga,Haao,Bhmt2,Serpina3k,Apoa2	2.99090909090909	0.00333392526075092
Bahd1	718	60	10	Gamt,Mup10,Pzp,Nit2,Serpinf2,Aldh8a1,Nqo2,Lcat,Pbld1,Serpinc1	3	Aldh8a1,Lcat,Pbld1	4.7	0.047745537197164
Creb3l3	718	60	44	Tfg,Lect2,F12,F9,Agmat,Serpina11,Cfi,Gm6484,Apoh,Ambp,Apcs,Afm,Mbl2,1300017J02Rik,Apoa5,Apob,Hrg,C9,Itih1,Bbox1,Plg,Cpb2,F10,Apoa4,Apon,Serpinf2,F2,Mug1,Gpt,Apoc4,Fgb,Ftcd,Ces1c,Azgp1,Akr1b3,Serpinc1,Khk,Dak,Serpina1b,Serpina1c,Apoa1,Apoc3,Apoa2,Fabp1	6	Ftcd,Khk,Dak,Apoc3,Apoa2,Fabp1	1.73157894736842	0.261509871721775
Maf1	718	60	33	Lect2,F12,F9,Apoh,Fgl1,Masp1,Apcs,Afm,1300017J02Rik,Apoa5,C8a,Hrg,Angptl3,C9,Itih1,Lipc,Plg,Pzp,Glyat,Apon,Serpinf2,Orm2,F2,Mug1,Itih3,Apof,Ftcd,Hgd,Akr1d1,Kng1,Igfbp1,Bhmt2,Hrsp12	3	Ftcd,Hgd,Bhmt2	1.09666666666667	0.751478121766084
Nr1i3	718	60	72	Lect2,F12,F9,Agmat,Serpina11,Serpina10,Cfi,Gm6484,Apoh,C8g,Fgl1,Ambp,Hpx,Fetub,F5,Apcs,Afm,Aldh16a1,Mbl2,C8b,1300017J02Rik,Apoa5,C8a,Apob,Hrg,Angptl3,C9,Itih1,Mup10,Lipc,Bbox1,Proc,Serpind1,Plg,Pzp,Cpb2,F10,Apoa4,Fgg,Apon,Serpinf2,Dpys,Orm2,F2,Hamp,Mug1,Itih3,Gpt,Lcat,Apoc4,Apof,Fgb,Ftcd,Hgd,Ces1c,Azgp1,Mup3,Akr1d1,Akr1b3,Fga,Kng1,Serpinc1,Khk,Dak,Alb,Serpina3k,Serpina1b,Serpina1c,Apoa1,Apoc3,Apoa2,Fabp1	11	Dpys,Lcat,Ftcd,Hgd,Fga,Khk,Dak,Serpina3k,Apoc3,Apoa2,Fabp1	1.9775956284153	0.0791933217036584
Nr5a2	718	60	34	Lect2,F12,Agmat,Serpina10,Cfi,Fgl1,Ambp,Fetub,Apcs,Cpn1,Afm,Mbl2,1300017J02Rik,Apob,Hrg,Lipc,Plg,Pzp,Cpb2,Apoa4,Apon,Dpys,F2,Mug1,Apoc4,Apof,Fgb,Ces1c,Mup3,Serpinc1,Apoa1,Apoc3,Apoa2,Fabp1	4	Dpys,Apoc3,Apoa2,Fabp1	1.46222222222222	0.522152582845536
Onecut1	718	60	87	Lect2,F12,F9,Agmat,Serpina11,Serpina7,Serpina10,Cfi,Vtn,Gm6484,Apoh,C8g,Fgl1,Ambp,Hpx,Masp1,Fetub,Igfals,F5,Apcs,Cpn1,Pkm,Afm,Mbl2,Gamt,C8b,1300017J02Rik,Apoa5,C8a,Apob,Hrg,Gc,Angptl3,Qsox1,C9,Itih1,Mup10,Lipc,Bbox1,Proc,Serpind1,Plg,Pzp,Cpb2,F10,Glyat,Fgg,Apon,Serpinf2,Dpys,Orm2,F2,Hamp,Aldh8a1,Mug1,Itih3,Lcat,Apoc4,Apof,Fgb,Ftcd,Itih4,Hgd,Ces1c,Hoga1,Pbld1,Azgp1,Aldh7a1,Mup3,Akr1d1,Fga,Haao,Kng1,Pah,Serpinc1,Igfbp1,Itih2,Alb,Bhmt2,Serpina3k,Serpina1b,Serpina1c,Apoa1,Apoc3,Apoa2,Hrsp12,Fabp1	15	Dpys,Aldh8a1,Lcat,Ftcd,Hgd,Hoga1,Pbld1,Aldh7a1,Fga,Haao,Bhmt2,Serpina3k,Apoc3,Apoa2,Fabp1	2.28472222222222	0.0110178152995798
Onecut2	718	60	78	Lect2,F12,F9,Agmat,Serpina11,Serpina7,Serpina10,Cfi,Vtn,Gm6484,Apoh,C8g,Fgl1,Ambp,Hpx,Fetub,F5,Apcs,Cpn1,Afm,Mbl2,C8b,1300017J02Rik,Apoa5,C8a,Apob,Hrg,Gc,Angptl3,Qsox1,C9,Itih1,Mup10,Lipc,Bbox1,Proc,Serpind1,Plg,Pzp,Cpb2,F10,Apoa4,Fgg,Apon,Serpinf2,Dpys,Orm2,F2,Hamp,Mug1,Itih3,Gpt,Lcat,Apoc4,Apof,Fgb,Ftcd,Itih4,Ces1c,Azgp1,Mup3,Akr1d1,Akr1b3,Fga,Kng1,Serpinc1,Igfbp1,Khk,Dak,Itih2,Alb,Serpina3k,Serpina1b,Serpina1c,Apoa1,Apoc3,Apoa2,Fabp1	10	Dpys,Lcat,Ftcd,Fga,Khk,Dak,Serpina3k,Apoc3,Apoa2,Fabp1	1.61274509803922	0.203926533708068
Sox4	718	60	1	Hibch	1	Hibch	100	0.0848400556328234
Taf9b	718	60	16	Lect2,F12,Agmat,Serpina11,Apoh,Aldh16a1,1300017J02Rik,Apoa5,Apob,Hrg,C9,Apoa4,Apon,Dpys,Dak,Apoa1	2	Dpys,Dak	1.56666666666667	0.637699572813479
Tox3	718	60	34	Lect2,F12,F9,Hpx,Masp1,1300017J02Rik,C8a,Hrg,Angptl3,C9,Lipc,Serpind1,Plg,Pzp,F10,Glyat,Fgg,Apon,Serpinf2,Aldh8a1,Mug1,Itih3,Apoc4,Fgb,Ftcd,Hgd,Ces1c,Azgp1,Fga,Haao,Kng1,Serpinc1,Bhmt2,Serpina3k	7	Aldh8a1,Ftcd,Hgd,Fga,Haao,Bhmt2,Serpina3k	2.84320987654321	0.0249340222158883
Zbtb44	718	60	2	Gbe1,Hibch	2	Gbe1,Hibch	100	0.0073056714572709
Atf4	718	60	1	Sdc1	0		0	1
Bhlha15	718	60	6	Ufm1,Phgdh,Cel,Ddc,Hyou1,Pdia6	1	Hyou1	2.19333333333333	0.411403726089773
Bmi1	718	60	0		0		100	1
Carhsp1	718	60	2	Acot7,Sdc1	0		0	1
Cry2	718	60	0		0		100	1
Csrnp2	718	60	1	Cops8	0		0	1
Dnmt3a	718	60	0		0		100	1
Fev	718	60	0		0		100	1
Kdm2b	718	60	1	Sdc1	0		0	1
Lmx1b	718	60	0		0		100	1
Neurog3	718	60	8	Gmppb,Ufm1,Lman1,Cel,Chid1,Ddc,Eef1g,Ttr	0		0	1
Nkx2-2	718	60	4	Cel,Ddc,Lgals9,Ttr	0		0	1
Nkx6-1	718	60	9	Ufm1,Lman1,Cel,Chid1,Ddc,Ufc1,Pdia6,Ttr,Ldha	0		0	1
Pax6	718	60	2	Sdc1,Cat	0		0	1
Pbx3	718	60	1	Basp1	0		0	1
Pdx1	718	60	11	Gmppb,Ufm1,Lman1,Cel,Fkbp2,Sdc1,Chid1,Ddc,Ufc1,Pdia6,Ttr	0		0	0.613299656314104
Phf20	718	60	0		0		100	1
Prkdc	718	60	0		0		100	1
Ptf1a	718	60	12	Ufm1,Phgdh,Cel,Chid1,Ddc,Hyou1,Krt76,Pdia6,Eef1g,Ttr,Hspa5,Prdx4	1	Hyou1	0.996969696969697	1
Rbpjl	718	60	1	Nqo1	0		0	1
Rnf10	718	60	0		0		100	1
Smarca4	718	60	3	Pros1,Ctsh,Cat	0		0	1
Smarcal1	718	60	0		0		100	1
Sp4	718	60	0		0		100	1
Taf12	718	60	0		0		100	1
Tceanc	718	60	0		0		100	1
Trp53bp1	718	60	0		0		100	1
Xbp1	718	60	2	Hspa5,Atp5b	1	Atp5b	10.9666666666667	0.162374439808376
Zfp120	718	60	2	Ech1,Hspa5	0		0	1
Zfp329	718	60	0		0		100	1
Zfp647	718	60	1	Arl3	0		0	1
Zfp667	718	60	0		0		100	1
Zfp74	718	60	1	Arl3	0		0	1
Zfp775	718	60	0		0		100	1
Zfp82	718	60	0		0		100	1
Zfp90	718	60	1	Pck2	0		0	1
Tcf20	718	60	0		0		100	1
Atoh1	718	60	20	Gna11,Nans,Arl3,Pgm1,Dsc2,Mgam,Atxn10,Cant1,Dsg2,Golm1,Hgfac,Nt5c,Pmm2,Tsta3,Pigr,Rdx,Pklr,Krt19,Krt8,Saa1	0		0	0.396502119772841
Batf2	718	60	2	Atxn10,Il18bp	0		0	1
Cc2d1a	718	60	3	Pfkp,Gna11,Mvp	0		0	1
Cdx1	718	60	21	Gna11,Nans,Arl3,Pgm1,Dsc2,Mgam,Atxn10,Eps8l2,Cant1,Dsg2,Golm1,Hgfac,Nt5c,Pmm2,Tsta3,Pigr,Rdx,Pklr,Krt19,Krt8,Saa1	0		0	0.403703015373986
Cdx2	718	60	20	Gna11,Arl3,Pgm1,Dsc2,Mgam,Atxn10,Eps8l2,Cant1,Dsg2,Golm1,Hgfac,Pmm2,Tsta3,Pigr,Rdx,Bpnt1,Pklr,Krt19,Krt8,Saa1	0		0	0.396502119772841
Foxa2	718	60	19	Pcsk5,Snx9,Eps8l2,Ang,Dsg2,Lsr,Hgfac,Pcsk9,Cdh1,Lta4h,Cndp2,Pigr,Pklr,Pnpo,Krt19,Krt8,Krt18,Abhd14b,Saa1	2	Pnpo,Abhd14b	1.29019607843137	0.669593519611335
Foxd2	718	60	15	Nans,Map2k1,Sri,Itih5,Fam3c,Cant1,Ifnar2,Golm1,Hgfac,Spp1,Pmm2,Tsta3,Thbs4,Saa2,Saa1	0		0	0.625545116102201
Gata5	718	60	22	Gna11,Pcsk5,Snx9,Arl3,Pdcd6,Anpep,AU040320,Mgam,Eps8l2,Pepd,Tcn2,Lta4h,Dpp4,Cndp2,Pigr,Rdx,Paics,Pklr,Krt19,Krt8,Treh,Glul	0		0	0.245989626092655
Gtf2i	718	60	2	Pgm1,Tsta3	0		0	1
Hmx3	718	60	11	Smpd1,Pgm1,AU040320,Mgam,Atp1a1,Pmm2,Tsta3,Pigr,Rdx,Txndc17,Pklr	0		0	0.613299656314104
Hoxa13	718	60	15	Nans,Map2k1,Sri,Itih5,Fam3c,Cant1,Ifnar2,Golm1,Hgfac,Coro1b,Pmm2,Thbs4,Comp,Saa2,Saa1	0		0	0.625545116102201
Hoxb13	718	60	23	Ap1m1,Nans,Arl3,Pgm1,Map2k1,Sri,Dsc2,Itih5,Fam3c,Cant1,Dsg2,Ifnar2,Golm1,Hgfac,Ggh,Flnb,Pmm2,Tsta3,Pigr,Thbs4,Krt19,Saa2,Saa1	0		0	0.246538876379963
Isx	718	60	17	Gna11,Arl3,Pgm1,Dsc2,Mgam,Atxn10,Eps8l2,Dsg2,Golm1,Pmm2,Pigr,Rdx,Paics,Pklr,Krt19,Krt8,Aldob	1	Aldob	0.685416666666667	1
Mlx	718	60	5	Arl3,Cant1,Pmm2,Pigr,Bpnt1	0		0	1
Npas2	718	60	11	Chmp2b,Gna11,Mgam,Atxn10,Eps8l2,Cant1,Mvp,Pigr,Rdx,Paics,Krt19	0		0	0.613299656314104
Nr3c2	718	60	4	Ap1m1,Map2k1,Sri,Pigr	0		0	1
Phox2b	718	60	15	Gna11,Nans,Dsc2,Mgam,Dsg2,Golm1,Gm2a,Spon2,Myh11,Pcsk9,Tsta3,Krt19,Krt8,Krt18,Actg2	0		0	0.625545116102201
Ppard	718	60	6	Gna11,Arl3,Atxn10,Cant1,Mvp,Rdx	0		0	1
Rfx1	718	60	1	Pfkp	0		0	1
Smad1	718	60	1	Mvp	0		0	1
Spdef	718	60	16	Gna11,Dsc2,Mgam,Atxn10,Eps8l2,Cant1,Dsg2,Golm1,Hgfac,Tsta3,Pigr,Rdx,Pklr,Krt19,Krt8,Saa1	0		0	0.633231474300285
Hes2	718	60	5	AU040320,Pepd,Bpnt1,Treh,Mdh2	1	Mdh2	2.74166666666667	0.357249317781291
Zbtb10	718	60	5	Snx9,Gpx4,Anpep,Tcn2,Cndp2	0		0	1
Arntl	718	60	0		0		100	1
Gm98	718	60	5	Nans,Map2k1,Ifnar2,C1qtnf3,Thbs4	0		0	1
Hoxd12	718	60	9	Nans,Ppp2cb,Map2k1,Itih5,Fam3c,Ifnar2,Ggh,Pgrmc1,Thbs4	0		0	1
Rcor1	718	60	3	Nans,Golm1,Thbs4	0		0	1
Ssbp3	718	60	7	1190002N15Rik,Nans,Itih5,Fam3c,Cant1,Thbs4,Tubb2a	0		0	1
Tcf7l2	718	60	0		0		100	1
