"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:1901615"	"organic hydroxy compound metabolic process"	"13/129"	"397/23973"	2.40727943947112e-07	5.83565888112112e-07	2.36912351270685e-08	"Ldlrap1/Abca1/Abca2/Abcg1/Acadl/Acadm/Acadvl/Chrnb2/Adcyap1r1/Adh1/Adh7/Adh5/Adh4"	13
"GO:0022607"	"cellular component assembly"	"27/129"	"1680/23973"	2.41142928971947e-07	5.83565888112112e-07	2.36912351270685e-08	"Abca1/Abl1/Abl2/Acadl/Acadm/Acads/Asic2/Macf1/Chrna4/Chrna6/Chrnb2/Adipoq/Acta1/Actc1/Actg1/Actn2/Acvrl1/Add1/Add2/Adnp/Adsl/Avil/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	27
"GO:0012501"	"programmed cell death"	"26/129"	"1572/23973"	2.42689657019377e-07	5.85357777395575e-07	2.37639811034886e-08	"Aatk/Abl1/Abl2/Asic2/Ace/Acp2/Adipoq/Actc1/Acvr1/Acvr1b/Adam17/Adam8/Adcyap1/Adm/Adnp/Adora1/Adora2a/Parp2/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg/Taf10"	26
"GO:0006635"	"fatty acid beta-oxidation"	"6/129"	"49/23973"	2.49826179326631e-07	6.00575517189185e-07	2.43817811821041e-08	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq"	6
"GO:0051098"	"regulation of binding"	"10/129"	"214/23973"	2.54089653049056e-07	6.08808871662094e-07	2.4716033647294e-08	"Ldlrap1/Abl2/Adipoq/Adam15/Add1/Add2/Adnp/Parp1/Adrb2/Taf10"	10
"GO:0051246"	"regulation of protein metabolic process"	"28/129"	"1796/23973"	2.56531400348372e-07	6.12637488989862e-07	2.48714654077369e-08	"Pzp/Abi1/Abl1/Aco1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cebpb/Cd40/A2m"	28
"GO:0071822"	"protein complex subunit organization"	"23/129"	"1266/23973"	2.65681159238202e-07	6.32408267563721e-07	2.56741068461421e-08	"Abl1/Abl2/Acadl/Acadm/Acads/Chrna4/Chrna6/Chrnb2/Adipoq/Acta1/Actc1/Actn2/Acvrl1/Add1/Add2/Adsl/Avil/Acan/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	23
"GO:0045321"	"leukocyte activation"	"16/129"	"632/23973"	3.04871195426874e-07	7.20965758566484e-07	2.92693072928252e-08	"Abl1/Abl2/Chrna4/Chrna7/Chrnb2/Adam10/Adam17/Adam8/Adam9/Adk/Adora2a/Adora2b/Adora3/Cd40/Cd40lg/Mzb1"	16
"GO:0045597"	"positive regulation of cell differentiation"	"16/129"	"632/23973"	3.04871195426874e-07	7.20965758566484e-07	2.92693072928252e-08	"Ace/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam8/Adm/Adnp/Adra2b/Adra2c/Adrb1/Ager/Cebpb"	16
"GO:0010817"	"regulation of hormone levels"	"13/129"	"407/23973"	3.19487269940282e-07	7.53077136287807e-07	3.0572944491893e-08	"Aanat/Ace/Adipoq/Acvr2a/Acvr2b/Adcyap1/Adh1/Adh7/Adm/Adora1/Adora3/Adra2a/Adh4"	13
"GO:0006066"	"alcohol metabolic process"	"11/129"	"281/23973"	3.69669901485365e-07	8.68544817082119e-07	3.52606276327379e-08	"Ldlrap1/Abca1/Abca2/Abcg1/Acadl/Acadvl/Adcyap1r1/Adh1/Adh7/Adh5/Adh4"	11
"GO:0060078"	"regulation of postsynaptic membrane potential"	"6/129"	"53/23973"	4.02993074031637e-07	9.40749105295719e-07	3.81919311994782e-08	"Chrna4/Adcyap1/Adora1/Adora2a/Adrb1/Adrb2"	6
"GO:0061097"	"regulation of protein tyrosine kinase activity"	"6/129"	"53/23973"	4.02993074031637e-07	9.40749105295719e-07	3.81919311994782e-08	"Abi1/Adam17/Adora1/Adra2a/Adra2b/Adra2c"	6
"GO:1901360"	"organic cyclic compound metabolic process"	"54/129"	"5314/23973"	4.15622775965032e-07	9.67122228687864e-07	3.92626104150503e-08	"Ldlrap1/Aanat/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Acadl/Acadvl/Macf1/Chrna4/Chrnb2/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	54
"GO:0051128"	"regulation of cellular component organization"	"26/129"	"1621/23973"	4.37849942229046e-07	1.01558804491466e-06	4.12301946608821e-08	"Ldlrap1/Aatk/Abl1/Abl2/Asic2/Macf1/Chrnb2/Adipoq/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam9/Adcy6/Adcyap1/Add1/Add2/Adnp/Adrb1/Avil/Ager/Angpt1/Itga7/Cenpj/Atf7ip"	26
"GO:0022603"	"regulation of anatomical structure morphogenesis"	"17/129"	"734/23973"	4.39776396691142e-07	1.01680784712665e-06	4.12797154118403e-08	"Aatk/Abl1/Abl2/Chrna7/Chrnb2/Adipoq/Acvrl1/Adam9/Adamts1/Add1/Adm/Adnp/Adora2b/Adrb2/Ager/Angpt2/Itga7"	17
"GO:0001816"	"cytokine production"	"14/129"	"492/23973"	4.42900692444129e-07	1.0207806435379e-06	4.14410004626086e-08	"Abca1/Abl1/Abl2/Acp5/Chrna7/Adipoq/Adam17/Adam8/Adcyap1/Adora2b/Adra2a/Cebpb/Cd40/Cd40lg"	14
"GO:0051937"	"catecholamine transport"	"6/129"	"54/23973"	4.51378295083793e-07	1.03702734883175e-06	4.21005738252705e-08	"Chrna4/Chrna6/Chrna7/Chrnb2/Adora2a/Adora2b"	6
"GO:0050728"	"negative regulation of inflammatory response"	"7/129"	"87/23973"	4.53225867061087e-07	1.03798731699164e-06	4.21395459993705e-08	"Acp5/Chrna7/Adipoq/Adcyap1/Adora1/Adora2a/Adrb2"	7
"GO:0043270"	"positive regulation of ion transport"	"9/129"	"178/23973"	5.34577001695012e-07	1.22044938122824e-06	4.95470243212855e-08	"Abl1/Chrna4/Chrna6/Chrnb2/Actn2/Adcyap1r1/Adora1/Adora2a/Adrb2"	9
"GO:0055080"	"cation homeostasis"	"14/129"	"500/23973"	5.36988554524805e-07	1.22211188271163e-06	4.96145174944549e-08	"Abcb7/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adora1/Adora2a/Adra1b/Adra1a/Ager/Cd40"	14
"GO:0043393"	"regulation of protein binding"	"8/129"	"131/23973"	5.61465433799431e-07	1.27382470293246e-06	5.17139215341581e-08	"Ldlrap1/Abl2/Adipoq/Adam15/Add1/Add2/Adnp/Adrb2"	8
"GO:0006915"	"apoptotic process"	"25/129"	"1543/23973"	6.32098328931508e-07	1.42960556636846e-06	5.80382135106812e-08	"Aatk/Abl1/Abl2/Asic2/Ace/Adipoq/Actc1/Acvr1/Acvr1b/Adam17/Adam8/Adcyap1/Adm/Adnp/Adora1/Adora2a/Parp2/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg/Taf10"	25
"GO:0001817"	"regulation of cytokine production"	"13/129"	"434/23973"	6.59587423502052e-07	1.4871443151009e-06	6.03741348743297e-08	"Abl1/Abl2/Acp5/Chrna7/Adipoq/Adam17/Adam8/Adcyap1/Adora2b/Adra2a/Cebpb/Cd40/Cd40lg"	13
"GO:0008016"	"regulation of heart contraction"	"8/129"	"134/23973"	6.67277704841745e-07	1.49982542945854e-06	6.0888954653964e-08	"Chrna7/Adm/Adora1/Adra1b/Adra1a/Adra1d/Adrb1/Adrb2"	8
"GO:0042221"	"response to chemical"	"43/129"	"3812/23973"	7.69938362229673e-07	1.72523225610723e-06	7.00398770059482e-08	"Aanat/Abca1/Abcg1/Abl1/Abl2/Asic2/Ace/Aco1/Acp2/Acp5/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Acvr1/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcy6/Adcy7/Add1/Adh1/Adh7/Adh5/Adm/Adora2a/Parp1/Adra1b/Adra1a/Adra2a/Adrb2/Adsl/Ager/Angpt1/Angpt2/Ang/Cebpb/Mzb1"	43
"GO:0018193"	"peptidyl-amino acid modification"	"17/129"	"767/23973"	8.07116281086751e-07	1.80297360021225e-06	7.31959704305394e-08	"Aatk/Abi1/Abl1/Abl2/Adipoq/Acvr1/Acvr1b/Adam17/Adh5/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Cd40/Taf10"	17
"GO:0048468"	"cell development"	"27/129"	"1787/23973"	8.11183158229609e-07	1.80424158398583e-06	7.32474472257548e-08	"Aatk/Abi1/Abl1/Abl2/Ace/Chrnb1/Chrnb2/Adipoq/Acta1/Actb/Actc1/Actg1/Acvr1/Aspa/Adam15/Adam22/Adcy6/Adcyap1/Adm/Adnp/Adora2a/Adra2b/Adra2c/Adrb1/Avil/Acan/Ager"	27
"GO:0044267"	"cellular protein metabolic process"	"39/129"	"3275/23973"	8.12654267167169e-07	1.80424158398583e-06	7.32474472257548e-08	"Asl/Aanat/Aatk/Abca1/Abi1/Abl1/Abl2/Aco1/Acp1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adh5/Adnp/Adora1/Adora2a/Adprh/Parp1/Parp2/Adra2a/Adra2b/Adra2c/Adrb2/Aga/Ager/Angpt1/Ang/Dusp2/Cd40/Taf10"	39
"GO:0009891"	"positive regulation of biosynthetic process"	"24/129"	"1459/23973"	8.43096910306152e-07	1.8661230392752e-06	7.57596710159572e-08	"Abca1/Abcg1/Acvr1/Acvr1b/Acvrl1/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adrb1/Adrb2/Adrb3/Cebpb/Paox/Cd40/Cd40lg/Atf7ip/Mzb1"	24
"GO:0044248"	"cellular catabolic process"	"28/129"	"1906/23973"	8.50583856946719e-07	1.87697228007088e-06	7.6200121562976e-08	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Acadl/Acadm/Acadvl/Acads/Ace/Macf1/Acox1/Adipoq/Actc1/Adam8/Adam9/Adcyap1/Adh5/Adra1b/Adra2a/Adrb1/Adrb2/Adssl1/Adss/Ager/Cd40/Atf7ip"	28
"GO:0007507"	"heart development"	"13/129"	"445/23973"	8.72799679724459e-07	1.92015929539381e-06	7.79534004219613e-08	"Acadm/Ace/Actc1/Acvr1/Acvr2b/Adam15/Adam19/Adamts1/Adm/Adra1b/Adra1a/Adrb1/Angpt1"	13
"GO:0045595"	"regulation of cell differentiation"	"23/129"	"1356/23973"	8.77645377762784e-07	1.9249865385371e-06	7.81493737553123e-08	"Aatk/Abcg1/Abl2/Ace/Chrnb2/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam8/Adcy6/Adcyap1/Adm/Adnp/Adra2b/Adra2c/Adrb1/Avil/Ager/Cebpb"	23
"GO:1903035"	"negative regulation of response to wounding"	"7/129"	"98/23973"	1.02177085091318e-06	2.23435433061136e-06	9.07088897449878e-08	"Acp5/Chrna7/Adipoq/Adcyap1/Adora1/Adora2a/Adrb2"	7
"GO:0055085"	"transmembrane transport"	"19/129"	"968/23973"	1.06714860828863e-06	2.32657624509774e-06	9.44528561153206e-08	"Abca1/Abca4/Abcb7/Abcg1/Asic2/Asic1/Ace/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Actn2/Adrb1/Ager"	19
"GO:0010469"	"regulation of receptor activity"	"7/129"	"99/23973"	1.09463329223244e-06	2.37935260527172e-06	9.65954370706222e-08	"Actn2/Adam17/Adh7/Adora1/Adra2a/Adra2b/Adra2c"	7
"GO:0010604"	"positive regulation of macromolecule metabolic process"	"29/129"	"2051/23973"	1.13060848479669e-06	2.45021420884297e-06	9.94722311839975e-08	"Abi1/Abl1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Parp1/Adra1b/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cebpb/Cd40/Cd40lg/Atf7ip/Mzb1"	29
"GO:0043269"	"regulation of ion transport"	"14/129"	"537/23973"	1.24982124298003e-06	2.70050661429613e-06	1.09633442366669e-07	"Abl1/Asic2/Ace/Chrna4/Chrna6/Chrnb2/Actn2/Adcyap1/Adcyap1r1/Adora1/Adora2a/Adrb1/Adrb2/Ager"	14
"GO:0044085"	"cellular component biogenesis"	"27/129"	"1829/23973"	1.26989863743106e-06	2.73574602603842e-06	1.11064069492643e-07	"Abca1/Abl1/Abl2/Acadl/Acadm/Acads/Asic2/Macf1/Chrna4/Chrna6/Chrnb2/Adipoq/Acta1/Actc1/Actg1/Actn2/Acvrl1/Add1/Add2/Adnp/Adsl/Avil/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	27
"GO:0010941"	"regulation of cell death"	"22/129"	"1282/23973"	1.29828316519878e-06	2.7886200530601e-06	1.13210615464235e-07	"Abl1/Abl2/Asic2/Ace/Adipoq/Actc1/Acvr1/Adam17/Adam8/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg"	22
"GO:0050804"	"regulation of synaptic transmission"	"10/129"	"257/23973"	1.35346624810706e-06	2.89857373488414e-06	1.17674444797384e-07	"Asic1/Chrna7/Chrnb2/Adipoq/Adcyap1/Adnp/Adora1/Adora2a/Adra1a/Adrb1"	10
"GO:0006816"	"calcium ion transport"	"11/129"	"322/23973"	1.40898569123999e-06	3.00859885835363e-06	1.22141174472817e-07	"Abl1/Asic1/Ace/Chrna4/Chrna7/Chrnb2/Adcyap1r1/Adora2a/Adra1a/Adrb1/Adrb2"	11
"GO:0030001"	"metal ion transport"	"16/129"	"711/23973"	1.43585894293546e-06	3.05699000754001e-06	1.24105727433841e-07	"Abl1/Asic2/Asic1/Ace/Chrna4/Chrna7/Chrnb2/Actn2/Adcyap1/Adcyap1r1/Adora1/Adora2a/Adra1a/Adrb1/Adrb2/Ager"	16
"GO:0051704"	"multi-organism process"	"24/129"	"1506/23973"	1.47499506343159e-06	3.13112987149513e-06	1.27115610268035e-07	"Pzp/Abca1/Abl1/Ace/Acox1/Acp5/Chrnb2/Acvr1/Acvr1b/Acvr2a/Adam17/Adam3/Adam9/Adamts1/Adcyap1r1/Adh7/Adh5/Adm/Adra2a/Adra2b/Adra2c/Cebpb/Cd40/A2m"	24
"GO:0001666"	"response to hypoxia"	"8/129"	"149/23973"	1.49009967672353e-06	3.15397191049937e-06	1.28042936775384e-07	"Chrna4/Chrna7/Chrnb2/Adam17/Adam8/Adora1/Adrb2/Ang"	8
"GO:0042981"	"regulation of apoptotic process"	"21/129"	"1190/23973"	1.50408463519577e-06	3.16988954157267e-06	1.28689150593062e-07	"Abl1/Abl2/Asic2/Ace/Adipoq/Actc1/Acvr1/Adam17/Adam8/Adcyap1/Adm/Adnp/Adora1/Adora2a/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg"	21
"GO:0009062"	"fatty acid catabolic process"	"6/129"	"66/23973"	1.50635246810272e-06	3.16988954157267e-06	1.28689150593062e-07	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq"	6
"GO:0010959"	"regulation of metal ion transport"	"10/129"	"263/23973"	1.66598722595148e-06	3.49568417930859e-06	1.41915553168973e-07	"Abl1/Ace/Actn2/Adcyap1/Adcyap1r1/Adora1/Adora2a/Adrb1/Adrb2/Ager"	10
"GO:0030258"	"lipid modification"	"8/129"	"152/23973"	1.73100542449708e-06	3.62164247315528e-06	1.47029127516816e-07	"Abcg1/Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq/Adh7"	8
"GO:0008284"	"positive regulation of cell proliferation"	"16/129"	"722/23973"	1.75130744957847e-06	3.65358967929301e-06	1.4832609978281e-07	"Abl1/Chrna7/Chrnb2/Acvrl1/Adam10/Adam17/Adcyap1/Adk/Adm/Adora2b/Adrb2/Ager/Ang/Cd40/Cd40lg/Mzb1"	16
"GO:0036293"	"response to decreased oxygen levels"	"8/129"	"153/23973"	1.81833831423531e-06	3.78256050468434e-06	1.53561974961812e-07	"Chrna4/Chrna7/Chrnb2/Adam17/Adam8/Adora1/Adrb2/Ang"	8
"GO:0043067"	"regulation of programmed cell death"	"21/129"	"1206/23973"	1.85828215431115e-06	3.85460812579971e-06	1.56486918257781e-07	"Abl1/Abl2/Asic2/Ace/Adipoq/Actc1/Acvr1/Adam17/Adam8/Adcyap1/Adm/Adnp/Adora1/Adora2a/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg"	21
"GO:0006508"	"proteolysis"	"22/129"	"1312/23973"	1.89776691768443e-06	3.92529567589429e-06	1.59356646259301e-07	"Pzp/Ace/Adam10/Adam11/Adam12/Adam15/Adam17/Adam19/Adam2/Adam22/Adam5/Adam7/Adam8/Adam9/Adamts1/Cfd/Adora2a/Adra2a/Aebp1/Aga/Napsa/A2m"	22
"GO:0030534"	"adult behavior"	"8/129"	"154/23973"	1.90939349681113e-06	3.93812408717296e-06	1.59877445905238e-07	"Chrna4/Chrna7/Chrnb1/Chrnb2/Adam2/Adam22/Adh1/Adra1b"	8
"GO:0006725"	"cellular aromatic compound metabolic process"	"51/129"	"5136/23973"	2.25833859469903e-06	4.64462838456514e-06	1.88559656035702e-07	"Aanat/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Macf1/Chrna4/Chrnb2/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	51
"GO:0006629"	"lipid metabolic process"	"19/129"	"1024/23973"	2.44048984732376e-06	5.00507239874873e-06	2.03192731861627e-07	"Ldlrap1/Abca1/Abca2/Abcg1/Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq/Adh1/Adh7/Adh5/Adm/Adora1/Adora2b/Adra2a/Ang/Adh4"	19
"GO:0070838"	"divalent metal ion transport"	"11/129"	"341/23973"	2.45271186134004e-06	5.01596848262781e-06	2.03635084114222e-07	"Abl1/Asic1/Ace/Chrna4/Chrna7/Chrnb2/Adcyap1r1/Adora2a/Adra1a/Adrb1/Adrb2"	11
"GO:0009306"	"protein secretion"	"9/129"	"214/23973"	2.47005650804125e-06	5.03725006976951e-06	2.04499060393717e-07	"Abca1/Abl1/Abl2/Adam9/Adora2a/Adrb1/Ang/Cd40/Cd40lg"	9
"GO:0015844"	"monoamine transport"	"6/129"	"72/23973"	2.52291822560121e-06	5.1306404251722e-06	2.08290462381936e-07	"Chrna4/Chrna6/Chrna7/Chrnb2/Adora2a/Adora2b"	6
"GO:0008306"	"associative learning"	"6/129"	"73/23973"	2.73680600657743e-06	5.55005910831066e-06	2.25317754143393e-07	"Asic1/Chrna7/Chrnb2/Adam2/Adra1b/Adrb2"	6
"GO:0051259"	"protein oligomerization"	"12/129"	"418/23973"	2.81215374041362e-06	5.6869738594437e-06	2.30876131744851e-07	"Acadl/Acadm/Acads/Chrna4/Chrna6/Chrnb2/Adipoq/Actn2/Acvrl1/Adsl/Angpt1/Taf10"	12
"GO:0044260"	"cellular macromolecule metabolic process"	"58/129"	"6262/23973"	2.83549181922646e-06	5.71824183544002e-06	2.32145529059476e-07	"Ldlrap1/Asl/Aanat/Aatk/Abca1/Abca2/Abcg1/Abi1/Abl1/Abl2/Acadm/Aco1/Acp1/Chrna4/Chrna7/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Add1/Adh5/Adm/Adnp/Adora1/Adora2a/Adprh/Parp1/Parp2/Adra1b/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Aebp1/Aebp2/Aga/Acan/Ager/Angpt1/Ang/Cebpb/Dusp2/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	58
"GO:0034220"	"ion transmembrane transport"	"16/129"	"754/23973"	3.0553573161273e-06	6.14456900694853e-06	2.49453287218441e-07	"Abca1/Asic2/Asic1/Ace/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Actn2/Adrb1/Ager"	16
"GO:0043279"	"response to alkaloid"	"6/129"	"75/23973"	3.2089645188052e-06	6.43565812334966e-06	2.61270737210077e-07	"Chrna4/Chrna7/Chrnb1/Chrnb2/Adora2a/Adra1b"	6
"GO:0050878"	"regulation of body fluid levels"	"10/129"	"286/23973"	3.52159671859267e-06	7.04319343718534e-06	2.8593506777032e-07	"Asic2/Actb/Actg1/Adora1/Adora2a/Adora3/Adra2c/Adrb1/Adrb2/Cd40lg"	10
"GO:0072511"	"divalent inorganic cation transport"	"11/129"	"355/23973"	3.60700975823582e-06	7.19420078153628e-06	2.92065567468488e-07	"Abl1/Asic1/Ace/Chrna4/Chrna7/Chrnb2/Adcyap1r1/Adora2a/Adra1a/Adrb1/Adrb2"	11
"GO:0019725"	"cellular homeostasis"	"14/129"	"591/23973"	3.80260333959709e-06	7.56353431382874e-06	3.07059534271719e-07	"Abcb7/Abl1/Abl2/Aco1/Chrna1/Chrna7/Adcyap1/Adcyap1r1/Add1/Adm/Adra1b/Adra1a/Adra2a/Cd40"	14
"GO:0032880"	"regulation of protein localization"	"13/129"	"510/23973"	3.91401018262747e-06	7.76385626390039e-06	3.15192076829362e-07	"Ldlrap1/Abl1/Abl2/Adipoq/Actn2/Adam9/Adcyap1/Adora2a/Parp1/Adrb1/Ang/Cd40/Cd40lg"	13
"GO:0007612"	"learning"	"7/129"	"120/23973"	3.98408268695535e-06	7.86924585176108e-06	3.19470615991461e-07	"Abl2/Asic1/Chrna7/Chrnb2/Adam2/Adra1b/Adrb2"	7
"GO:0090092"	"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"8/129"	"170/23973"	3.98881883395052e-06	7.86924585176108e-06	3.19470615991461e-07	"Abl1/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Parp1"	8
"GO:0072329"	"monocarboxylic acid catabolic process"	"6/129"	"78/23973"	4.03975217587227e-06	7.94813029724464e-06	3.22673116315572e-07	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq"	6
"GO:0032102"	"negative regulation of response to external stimulus"	"8/129"	"172/23973"	4.34955705317009e-06	8.5115321310013e-06	3.4554574404529e-07	"Acp5/Chrna7/Adipoq/Adcyap1/Adora1/Adora2a/Adrb2/Angpt2"	8
"GO:0050708"	"regulation of protein secretion"	"8/129"	"172/23973"	4.34955705317009e-06	8.5115321310013e-06	3.4554574404529e-07	"Abl1/Abl2/Adam9/Adora2a/Adrb1/Ang/Cd40/Cd40lg"	8
"GO:0042060"	"wound healing"	"10/129"	"293/23973"	4.36198629858031e-06	8.51290874400351e-06	3.45601630900534e-07	"Asic2/Macf1/Actb/Actg1/Acvrl1/Adra2a/Adra2c/Adrb1/Adrb2/Cd40lg"	10
"GO:0046483"	"heterocycle metabolic process"	"50/129"	"5099/23973"	4.43411406989751e-06	8.60825937517158e-06	3.49472614911997e-07	"Aanat/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Macf1/Chrna4/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	50
"GO:0061061"	"muscle structure development"	"13/129"	"516/23973"	4.44254353542508e-06	8.60825937517158e-06	3.49472614911997e-07	"Acadm/Chrna1/Chrnb1/Chrnd/Acta1/Actc1/Actg1/Acvr1/Adm/Adrb1/Adrb2/Angpt1/Sap30"	13
"GO:0051899"	"membrane depolarization"	"7/129"	"122/23973"	4.44641496651425e-06	8.60825937517158e-06	3.49472614911997e-07	"Chrna4/Chrna6/Chrnb2/Adipoq/Adora1/Adora2a/Adrb2"	7
"GO:0006139"	"nucleobase-containing compound metabolic process"	"49/129"	"4974/23973"	5.1615258124469e-06	9.96613760594799e-06	4.04598887873777e-07	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Macf1/Chrna4/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	49
"GO:0006461"	"protein complex assembly"	"18/129"	"980/23973"	5.31067546919456e-06	1.02269241130909e-05	4.15186131892916e-07	"Acadl/Acadm/Acads/Chrna4/Chrna6/Chrnb2/Adipoq/Actn2/Acvrl1/Add1/Add2/Adsl/Avil/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	18
"GO:0098655"	"cation transmembrane transport"	"13/129"	"525/23973"	5.35408890279256e-06	1.02832501148873e-05	4.17472818931194e-07	"Asic2/Asic1/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Actn2/Ager"	13
"GO:0070271"	"protein complex biogenesis"	"18/129"	"981/23973"	5.38563664247087e-06	1.03165493467912e-05	4.18824679875529e-07	"Acadl/Acadm/Acads/Chrna4/Chrna6/Chrnb2/Adipoq/Actn2/Acvrl1/Add1/Add2/Adsl/Avil/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	18
"GO:0006869"	"lipid transport"	"9/129"	"238/23973"	5.87187834618824e-06	1.1218378103507e-05	4.55436547626789e-07	"Ldlrap1/Abca1/Abca4/Abca2/Abcg1/Ace/Apoc4/Adipoq/Plin2"	9
"GO:0032496"	"response to lipopolysaccharide"	"9/129"	"241/23973"	6.49691580089431e-06	1.23799497938301e-05	5.02593293065453e-07	"Abca1/Abl1/Ace/Acp5/Adam17/Adam9/Adh5/Adm/Cebpb"	9
"GO:0006875"	"cellular metal ion homeostasis"	"11/129"	"379/23973"	6.71142551303937e-06	1.2755222310122e-05	5.178283669471e-07	"Abcb7/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Cd40"	11
